column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT parental,2.1 nM bortezomib,0,0.47740405147800696,0,WT parental,0.1% DMSO
2,WT parental,21 nM bortezomib,0,0.2106260029128031,0,WT parental,0.1% DMSO
3,WT parental,210 nM bortezomib,0,-0.0785755503491405,0,WT parental,0.1% DMSO
4,WT parental,0.1% DMSO,0,0.7905928094558268,0,WT parental,0.1% DMSO
5,WT parental,21 nM bortezomib,0,0.049623798035496824,0,WT parental,0.1% DMSO
6,WT parental,0.1% DMSO,0,0.701108328627429,0,WT parental,0.1% DMSO
7,WT parental,2.1 nM bortezomib,0,0.259435793101031,0,WT parental,0.1% DMSO
8,WT parental,21 nM bortezomib,0,0.13389550270229536,0,WT parental,0.1% DMSO
9,WT parental,210 nM bortezomib,0,-0.08014622645613885,0,WT parental,0.1% DMSO
10,Clone A,0.1% DMSO,0,0.38582017801237783,0,WT parental,0.1% DMSO
11,Clone A,2.1 nM bortezomib,0,0.41735861459062945,0,WT parental,0.1% DMSO
12,Clone A,21 nM bortezomib,0,0.06891976363555506,0,WT parental,0.1% DMSO
13,Clone A,210 nM bortezomib,0,-0.22975334988527601,0,WT parental,0.1% DMSO
14,Clone A,0.1% DMSO,0,-0.0013041295455234233,0,WT parental,0.1% DMSO
15,Clone A,21 nM bortezomib,0,-0.04249950004991971,0,WT parental,0.1% DMSO
16,Clone A,0.1% DMSO,0,0.1200220908827307,0,WT parental,0.1% DMSO
17,Clone A,2.1 nM bortezomib,0,0.23235726584652,0,WT parental,0.1% DMSO
18,Clone A,21 nM bortezomib,0,-0.27400493410147175,0,WT parental,0.1% DMSO
19,Clone A,210 nM bortezomib,0,-0.2896619515823685,0,WT parental,0.1% DMSO
20,Clone E,0.1% DMSO,0,0.12315086114162452,0,WT parental,0.1% DMSO
21,Clone E,2.1 nM bortezomib,0,0.04229097172867882,0,WT parental,0.1% DMSO
22,Clone E,21 nM bortezomib,0,0.051658682941935485,0,WT parental,0.1% DMSO
23,Clone E,210 nM bortezomib,0,-0.25896054826746934,0,WT parental,0.1% DMSO
24,Clone E,0.1% DMSO,0,0.025164968772764543,0,WT parental,0.1% DMSO
25,Clone E,21 nM bortezomib,0,-0.13143909733416362,0,WT parental,0.1% DMSO
26,Clone E,0.1% DMSO,0,-0.043928232535374624,0,WT parental,0.1% DMSO
27,Clone E,2.1 nM bortezomib,0,0.047275166917352306,0,WT parental,0.1% DMSO
28,Clone E,21 nM bortezomib,0,-0.3354281535214239,0,WT parental,0.1% DMSO
29,Clone E,210 nM bortezomib,0,-0.30587242649899693,0,WT parental,0.1% DMSO
30,WT parental,0.1% DMSO,0,0.6428659913338466,0,WT parental,0.1% DMSO
31,WT parental,2.1 nM bortezomib,0,-0.055551446040952246,0,WT parental,0.1% DMSO
32,WT parental,21 nM bortezomib,0,-0.3382604101642854,0,WT parental,0.1% DMSO
33,WT parental,210 nM bortezomib,0,-0.29930842413360087,0,WT parental,0.1% DMSO
34,WT parental,2.1 nM bortezomib,0,-0.05475687147990337,0,WT parental,0.1% DMSO
35,WT parental,210 nM bortezomib,0,-0.06083168506703604,0,WT parental,0.1% DMSO
36,WT parental,0.1% DMSO,0,0.3640686576963618,0,WT parental,0.1% DMSO
37,WT parental,2.1 nM bortezomib,0,-0.0980055855851687,0,WT parental,0.1% DMSO
38,WT parental,21 nM bortezomib,0,-0.38164381842336553,0,WT parental,0.1% DMSO
39,WT parental,210 nM bortezomib,0,-0.1424745065148246,0,WT parental,0.1% DMSO
40,Clone A,0.1% DMSO,0,0.2597055131724409,0,WT parental,0.1% DMSO
41,Clone A,2.1 nM bortezomib,0,0.09259257850443264,0,WT parental,0.1% DMSO
42,Clone A,21 nM bortezomib,0,-0.10652250699050068,0,WT parental,0.1% DMSO
43,Clone A,210 nM bortezomib,0,-0.37314088674229406,0,WT parental,0.1% DMSO
44,Clone A,2.1 nM bortezomib,0,0.0007354927569085081,0,WT parental,0.1% DMSO
45,Clone A,210 nM bortezomib,0,-0.35929958779203686,0,WT parental,0.1% DMSO
46,Clone A,0.1% DMSO,0,-0.14162558100392006,0,WT parental,0.1% DMSO
47,Clone A,2.1 nM bortezomib,0,-0.07164524894925405,0,WT parental,0.1% DMSO
48,Clone A,21 nM bortezomib,0,-0.19723450819507113,0,WT parental,0.1% DMSO
49,Clone A,210 nM bortezomib,0,-0.334707828091692,0,WT parental,0.1% DMSO
50,Clone E,0.1% DMSO,0,0.08951176996640266,0,WT parental,0.1% DMSO
51,Clone E,2.1 nM bortezomib,0,-0.014456994377069609,0,WT parental,0.1% DMSO
52,Clone E,21 nM bortezomib,0,0.12231719580609973,0,WT parental,0.1% DMSO
53,Clone E,210 nM bortezomib,0,-0.22280481014742398,0,WT parental,0.1% DMSO
54,Clone E,2.1 nM bortezomib,0,-0.06966883763131773,0,WT parental,0.1% DMSO
55,Clone E,210 nM bortezomib,0,-0.21597159036116376,0,WT parental,0.1% DMSO
56,Clone E,0.1% DMSO,0,-0.20853315098320235,0,WT parental,0.1% DMSO
57,Clone E,2.1 nM bortezomib,0,-0.35256298527025054,0,WT parental,0.1% DMSO
58,Clone E,21 nM bortezomib,0,-0.2146050847396324,0,WT parental,0.1% DMSO
59,Clone E,210 nM bortezomib,0,-0.149823503117032,0,WT parental,0.1% DMSO
2,WT parental,21 nM bortezomib,1,0.471916507952559,1,WT parental,2.1 nM bortezomib
3,WT parental,210 nM bortezomib,1,0.2586496561742174,1,WT parental,2.1 nM bortezomib
4,WT parental,0.1% DMSO,1,0.4294597450529298,1,WT parental,2.1 nM bortezomib
5,WT parental,21 nM bortezomib,1,0.5597897779828316,1,WT parental,2.1 nM bortezomib
6,WT parental,0.1% DMSO,1,0.26511186870034337,1,WT parental,2.1 nM bortezomib
7,WT parental,2.1 nM bortezomib,1,0.6436693939699527,1,WT parental,2.1 nM bortezomib
8,WT parental,21 nM bortezomib,1,0.3754646101956791,1,WT parental,2.1 nM bortezomib
9,WT parental,210 nM bortezomib,1,0.08586348337774288,1,WT parental,2.1 nM bortezomib
10,Clone A,0.1% DMSO,1,-0.0526381138165912,1,WT parental,2.1 nM bortezomib
11,Clone A,2.1 nM bortezomib,1,0.25851067355541435,1,WT parental,2.1 nM bortezomib
12,Clone A,21 nM bortezomib,1,0.23495014228366815,1,WT parental,2.1 nM bortezomib
13,Clone A,210 nM bortezomib,1,-0.19457190475532585,1,WT parental,2.1 nM bortezomib
14,Clone A,0.1% DMSO,1,-0.2723382495274038,1,WT parental,2.1 nM bortezomib
15,Clone A,21 nM bortezomib,1,0.12649537073470443,1,WT parental,2.1 nM bortezomib
16,Clone A,0.1% DMSO,1,-0.24205358557306575,1,WT parental,2.1 nM bortezomib
17,Clone A,2.1 nM bortezomib,1,-0.11215444521166637,1,WT parental,2.1 nM bortezomib
18,Clone A,21 nM bortezomib,1,-0.1632050394705064,1,WT parental,2.1 nM bortezomib
19,Clone A,210 nM bortezomib,1,-0.38843884012836766,1,WT parental,2.1 nM bortezomib
20,Clone E,0.1% DMSO,1,-0.12709251712811412,1,WT parental,2.1 nM bortezomib
