column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT parental,2.1 nM bortezomib,0,0.4289347744272295,0,WT parental,0.1% DMSO
2,WT parental,21 nM bortezomib,0,0.02660389880903035,0,WT parental,0.1% DMSO
3,WT parental,210 nM bortezomib,0,-0.05411446858862199,0,WT parental,0.1% DMSO
4,WT parental,0.1% DMSO,0,0.7665703747971859,0,WT parental,0.1% DMSO
5,WT parental,21 nM bortezomib,0,0.05767573078900433,0,WT parental,0.1% DMSO
6,WT parental,0.1% DMSO,0,0.6529877764317189,0,WT parental,0.1% DMSO
7,WT parental,2.1 nM bortezomib,0,0.2972765602754953,0,WT parental,0.1% DMSO
8,WT parental,21 nM bortezomib,0,-0.20766475353918812,0,WT parental,0.1% DMSO
9,WT parental,210 nM bortezomib,0,-0.01959899343795901,0,WT parental,0.1% DMSO
10,Clone A,0.1% DMSO,0,0.31454584187062135,0,WT parental,0.1% DMSO
11,Clone A,2.1 nM bortezomib,0,0.15412749570794806,0,WT parental,0.1% DMSO
12,Clone A,21 nM bortezomib,0,-0.15102436978014852,0,WT parental,0.1% DMSO
13,Clone A,210 nM bortezomib,0,-0.23884325785005261,0,WT parental,0.1% DMSO
14,Clone A,0.1% DMSO,0,0.08981470582107154,0,WT parental,0.1% DMSO
15,Clone A,21 nM bortezomib,0,-0.21310636106411585,0,WT parental,0.1% DMSO
16,Clone A,0.1% DMSO,0,0.12643931317223006,0,WT parental,0.1% DMSO
17,Clone A,2.1 nM bortezomib,0,0.05844924453799582,0,WT parental,0.1% DMSO
18,Clone A,21 nM bortezomib,0,-0.46606632291480943,0,WT parental,0.1% DMSO
19,Clone A,210 nM bortezomib,0,-0.346726626073955,0,WT parental,0.1% DMSO
20,Clone E,0.1% DMSO,0,0.1460676218814037,0,WT parental,0.1% DMSO
21,Clone E,2.1 nM bortezomib,0,0.07285137565979823,0,WT parental,0.1% DMSO
22,Clone E,21 nM bortezomib,0,0.1270220836501302,0,WT parental,0.1% DMSO
23,Clone E,210 nM bortezomib,0,-0.2378950973788215,0,WT parental,0.1% DMSO
24,Clone E,0.1% DMSO,0,0.017013825571896745,0,WT parental,0.1% DMSO
25,Clone E,21 nM bortezomib,0,-0.2097479545764169,0,WT parental,0.1% DMSO
26,Clone E,0.1% DMSO,0,-0.012605869820766474,0,WT parental,0.1% DMSO
27,Clone E,2.1 nM bortezomib,0,-0.1569953375662701,0,WT parental,0.1% DMSO
28,Clone E,21 nM bortezomib,0,-0.12560928035754074,0,WT parental,0.1% DMSO
