plate_map_name	well_position	clone_number	plate_ID	plate_filename	treatment
217766	B02	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	B03	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	B04	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	B05	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	B06	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	B07	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	B08	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	B09	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	B10	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	B11	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C02	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	C03	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	C04	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	C05	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	C06	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	C07	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	C08	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	C09	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	C10	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	C11	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	D02	BZ017	217766	20191122-20191119-HiDensity	DMSO
217766	D03	WT002	217766	20191122-20191119-HiDensity	DMSO
217766	D04	WT008	217766	20191122-20191119-HiDensity	DMSO
217766	D05	WT009	217766	20191122-20191119-HiDensity	DMSO
217766	D06	BZ018	217766	20191122-20191119-HiDensity	DMSO
217766	D07	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	D08	WT011	217766	20191122-20191119-HiDensity	DMSO
217766	D09	BZ001	217766	20191122-20191119-HiDensity	DMSO
217766	D10	BZ008	217766	20191122-20191119-HiDensity	DMSO
217766	D11	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	E02	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	E03	BZ017	217766	20191122-20191119-HiDensity	bortezomib
217766	E04	WT002	217766	20191122-20191119-HiDensity	bortezomib
217766	E05	WT008	217766	20191122-20191119-HiDensity	bortezomib
217766	E06	WT009	217766	20191122-20191119-HiDensity	bortezomib
217766	E07	BZ018	217766	20191122-20191119-HiDensity	bortezomib
217766	E08	WT_parental	217766	20191122-20191119-HiDensity	bortezomib
217766	E09	WT011	217766	20191122-20191119-HiDensity	bortezomib
217766	E10	BZ001	217766	20191122-20191119-HiDensity	bortezomib
217766	E11	BZ008	217766	20191122-20191119-HiDensity	bortezomib
217766	F02	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	F03	BZ017	217766	20191122-20191119-HiDensity	bortezomib
217766	F04	BZ008	217766	20191122-20191119-HiDensity	bortezomib
217766	F05	BZ001	217766	20191122-20191119-HiDensity	bortezomib
217766	F06	WT011	217766	20191122-20191119-HiDensity	bortezomib
217766	F07	BZ018	217766	20191122-20191119-HiDensity	bortezomib
217766	F08	WT_parental	217766	20191122-20191119-HiDensity	bortezomib
217766	F09	WT009	217766	20191122-20191119-HiDensity	bortezomib
217766	F10	WT008	217766	20191122-20191119-HiDensity	bortezomib
217766	F11	WT002	217766	20191122-20191119-HiDensity	bortezomib
217766	G02	WT_parental	217766	20191122-20191119-HiDensity	DMSO
217766	G03	BZ017	217766	20191122-20191119-HiDensity	bortezomib
217766	G04	WT002	217766	20191122-20191119-HiDensity	bortezomib
217766	G05	WT008	217766	20191122-20191119-HiDensity	bortezomib
217766	G06	WT009	217766	20191122-20191119-HiDensity	bortezomib
217766	G07	BZ018	217766	20191122-20191119-HiDensity	bortezomib
217766	G08	WT_parental	217766	20191122-20191119-HiDensity	bortezomib
217766	G09	WT011	217766	20191122-20191119-HiDensity	bortezomib
217766	G10	BZ001	217766	20191122-20191119-HiDensity	bortezomib
217766	G11	BZ008	217766	20191122-20191119-HiDensity	bortezomib
