plate_map_name	well_position	clone_number	plate_ID	plate_filename	treatment
217768	B02	BZ017	217768	20191122-20191119-LoDensity	DMSO
217768	B03	WT002	217768	20191122-20191119-LoDensity	DMSO
217768	B04	WT008	217768	20191122-20191119-LoDensity	DMSO
217768	B05	WT009	217768	20191122-20191119-LoDensity	DMSO
217768	B06	BZ018	217768	20191122-20191119-LoDensity	DMSO
217768	B07	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	B08	WT011	217768	20191122-20191119-LoDensity	DMSO
217768	B09	BZ001	217768	20191122-20191119-LoDensity	DMSO
217768	B10	BZ008	217768	20191122-20191119-LoDensity	DMSO
217768	B11	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	C02	BZ017	217768	20191122-20191119-LoDensity	DMSO
217768	C03	BZ008	217768	20191122-20191119-LoDensity	DMSO
217768	C04	BZ001	217768	20191122-20191119-LoDensity	DMSO
217768	C05	WT011	217768	20191122-20191119-LoDensity	DMSO
217768	C06	BZ018	217768	20191122-20191119-LoDensity	DMSO
217768	C07	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	C08	WT009	217768	20191122-20191119-LoDensity	DMSO
217768	C09	WT008	217768	20191122-20191119-LoDensity	DMSO
217768	C10	WT002	217768	20191122-20191119-LoDensity	DMSO
217768	C11	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	D02	BZ017	217768	20191122-20191119-LoDensity	DMSO
217768	D03	WT002	217768	20191122-20191119-LoDensity	DMSO
217768	D04	WT008	217768	20191122-20191119-LoDensity	DMSO
217768	D05	WT009	217768	20191122-20191119-LoDensity	DMSO
217768	D06	BZ018	217768	20191122-20191119-LoDensity	DMSO
217768	D07	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	D08	WT011	217768	20191122-20191119-LoDensity	DMSO
217768	D09	BZ001	217768	20191122-20191119-LoDensity	DMSO
217768	D10	BZ008	217768	20191122-20191119-LoDensity	DMSO
217768	D11	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	E02	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	E03	BZ017	217768	20191122-20191119-LoDensity	bortezomib
217768	E04	WT002	217768	20191122-20191119-LoDensity	bortezomib
217768	E05	WT008	217768	20191122-20191119-LoDensity	bortezomib
217768	E06	WT009	217768	20191122-20191119-LoDensity	bortezomib
217768	E07	BZ018	217768	20191122-20191119-LoDensity	bortezomib
217768	E08	WT_parental	217768	20191122-20191119-LoDensity	bortezomib
217768	E09	WT011	217768	20191122-20191119-LoDensity	bortezomib
217768	E10	BZ001	217768	20191122-20191119-LoDensity	bortezomib
217768	E11	BZ008	217768	20191122-20191119-LoDensity	bortezomib
217768	F02	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	F03	BZ017	217768	20191122-20191119-LoDensity	bortezomib
217768	F04	BZ008	217768	20191122-20191119-LoDensity	bortezomib
217768	F05	BZ001	217768	20191122-20191119-LoDensity	bortezomib
217768	F06	WT011	217768	20191122-20191119-LoDensity	bortezomib
217768	F07	BZ018	217768	20191122-20191119-LoDensity	bortezomib
217768	F08	WT_parental	217768	20191122-20191119-LoDensity	bortezomib
217768	F09	WT009	217768	20191122-20191119-LoDensity	bortezomib
217768	F10	WT008	217768	20191122-20191119-LoDensity	bortezomib
217768	F11	WT002	217768	20191122-20191119-LoDensity	bortezomib
217768	G02	WT_parental	217768	20191122-20191119-LoDensity	DMSO
217768	G03	BZ017	217768	20191122-20191119-LoDensity	bortezomib
217768	G04	WT002	217768	20191122-20191119-LoDensity	bortezomib
217768	G05	WT008	217768	20191122-20191119-LoDensity	bortezomib
217768	G06	WT009	217768	20191122-20191119-LoDensity	bortezomib
217768	G07	BZ018	217768	20191122-20191119-LoDensity	bortezomib
217768	G08	WT_parental	217768	20191122-20191119-LoDensity	bortezomib
217768	G09	WT011	217768	20191122-20191119-LoDensity	bortezomib
217768	G10	BZ001	217768	20191122-20191119-LoDensity	bortezomib
217768	G11	BZ008	217768	20191122-20191119-LoDensity	bortezomib
