"","Metadata_Plate","Metadata_Well","Metadata_batch","Metadata_cell_count","Metadata_cell_density","Metadata_celltype_shorthand_from_plate_graph","Metadata_clone_number","Metadata_date","Metadata_plate_map_name","Metadata_time_to_adhere","Metadata_treatment","Metadata_treatment_shorthand_from_plate_graph","Metadata_treatment_time","Metadata_dataset","Metadata_clone_type","Metadata_clone_type_indicator","Metadata_model_split","Metadata_unique_sample_name","TotalScore","TotalDispersion","UpScore","UpDispersion","DownScore","DownDispersion","Metadata_permuted_p_value","dataset","min_permuted_value","max_permuted_value"
"1","219907","B02","2021_03_03_Batch12",6139,"2.5x10^3 cells/well",1,"WT_parental",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","sensitive",0,"test","profile_0_bortezomib",-0.151948092187887,385.476,-0.15531994047619,185.325,0.00337184828830384,200.151,0.941,"bortezomib",-0.154801921970143,0.158931151354006
"2","219907","B03","2021_03_03_Batch12",4567,"2.5x10^3 cells/well",2,"CloneA",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","resistant",1,"test","profile_1_bortezomib",-0.0312557407136107,519.6513,-0.0890066964285714,350.6349,0.0577509557149607,169.0164,0.584,"bortezomib",-0.154801921970143,0.158931151354006
"3","219907","B04","2021_03_03_Batch12",5624,"2.5x10^3 cells/well",3,"CloneE",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","resistant",1,"test","profile_2_bortezomib",0.00999496990443877,471.4668,-0.101748511904762,284.6592,0.111743481809201,186.8076,0.43,"bortezomib",-0.154801921970143,0.158931151354006
"4","219907","B05","2021_03_03_Batch12",5894,"2.5x10^3 cells/well",4,"WT clone 01",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","sensitive",0,"training","profile_3_bortezomib",-0.0623235998954799,274.281,-0.0807291666666667,99.3342,0.0184055667711868,174.9468,0.72,"bortezomib",-0.154801921970143,0.158931151354006
"5","219907","B06","2021_03_03_Batch12",1277,"2.5x10^3 cells/well",5,"WT clone 02",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","sensitive",0,"training","profile_4_bortezomib",-0.172495248750514,398.0781,-0.00920758928571425,168.2751,-0.1632876594648,229.803,0.968,"bortezomib",-0.154801921970143,0.158931151354006
"6","219907","B07","2021_03_03_Batch12",5452,"2.5x10^3 cells/well",1,"WT_parental",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","sensitive",0,"test","profile_5_bortezomib",-0.185516058114271,391.4064,-0.155598958333333,111.195,-0.0299170997809373,280.2114,0.975,"bortezomib",-0.154801921970143,0.158931151354006
"7","219907","B08","2021_03_03_Batch12",3252,"2.5x10^3 cells/well",2,"CloneA",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","resistant",1,"test","profile_6_bortezomib",-0.0842432703975345,432.9192,-0.048828125,274.281,-0.0354151453975345,158.6382,0.773,"bortezomib",-0.154801921970143,0.158931151354006
"8","219907","B09","2021_03_03_Batch12",5113,"2.5x10^3 cells/well",3,"CloneE",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","resistant",1,"test","profile_7_bortezomib",0.0078087487612522,461.0886,-0.119698660714286,219.4248,0.127507409475538,241.6638,0.441,"bortezomib",-0.154801921970143,0.158931151354006
"9","219907","B10","2021_03_03_Batch12",5175,"2.5x10^3 cells/well",4,"WT clone 01",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","sensitive",0,"training","profile_8_bortezomib",0.0159022241338225,231.2856,-0.00353422619047622,94.8864,0.0194364503242987,136.3992,0.412,"bortezomib",-0.154801921970143,0.158931151354006
"10","219907","B11","2021_03_03_Batch12",1120,"2.5x10^3 cells/well",5,"WT clone 02",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","sensitive",0,"training","profile_9_bortezomib",-0.0420172377050773,554.4924,0.0913318452380952,296.52,-0.133349082943172,257.9724,0.689,"bortezomib",-0.154801921970143,0.158931151354006
"11","219907","C02","2021_03_03_Batch12",3223,"2.5x10^3 cells/well",10,"BZ002",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","resistant",1,"validation","profile_10_bortezomib",-0.0373827360370504,564.1293,-0.0128348214285714,220.1661,-0.024547914608479,343.9632,0.633,"bortezomib",-0.154801921970143,0.158931151354006
"12","219907","C03","2021_03_03_Batch12",2347,"2.5x10^3 cells/well",9,"BZ001",20210205,"219814","48 hr","0.1% DMSO",1,"13 hr","bortezomib","resistant",1,"training","profile_11_bortezomib",0.124637404223964,421.7997,0.165550595238095,239.4399,-0.0409131910141317,182.3598,0.114,"bortezomib",-0.154801921970143,0.158931151354006
