plate_map_name	well_position	clone_number	plate_ID	plate_filename	treatment
217762	B02	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	B03	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	B04	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	B05	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	B06	BZ018	217762	20191120-20191115-LoDensity	DMSO
217762	B07	WT011	217762	20191120-20191115-LoDensity	DMSO
217762	B08	BZ001	217762	20191120-20191115-LoDensity	DMSO
217762	B09	BZ008	217762	20191120-20191115-LoDensity	DMSO
217762	B10	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	B11	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C02	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	C03	BZ008	217762	20191120-20191115-LoDensity	DMSO
217762	C04	BZ001	217762	20191120-20191115-LoDensity	DMSO
217762	C05	WT011	217762	20191120-20191115-LoDensity	DMSO
217762	C06	BZ018	217762	20191120-20191115-LoDensity	DMSO
217762	C07	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	C08	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	C09	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	C10	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	D02	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D03	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D04	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D05	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D06	BZ018	217762	20191120-20191115-LoDensity	DMSO
217762	D07	WT011	217762	20191120-20191115-LoDensity	DMSO
217762	D08	BZ001	217762	20191120-20191115-LoDensity	DMSO
217762	D09	BZ008	217762	20191120-20191115-LoDensity	DMSO
217762	D10	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	D11	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	E02	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	E03	BZ017	217762	20191120-20191115-LoDensity	bortezomib
217762	E04	WT002	217762	20191120-20191115-LoDensity	bortezomib
217762	E05	WT008	217762	20191120-20191115-LoDensity	bortezomib
217762	E06	WT009	217762	20191120-20191115-LoDensity	bortezomib
217762	E07	BZ018	217762	20191120-20191115-LoDensity	bortezomib
217762	E08	WT011	217762	20191120-20191115-LoDensity	bortezomib
217762	E09	BZ001	217762	20191120-20191115-LoDensity	bortezomib
217762	E10	BZ008	217762	20191120-20191115-LoDensity	bortezomib
217762	E11	WT_parental	217762	20191120-20191115-LoDensity	bortezomib
217762	F02	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	F03	BZ017	217762	20191120-20191115-LoDensity	bortezomib
217762	F04	BZ008	217762	20191120-20191115-LoDensity	bortezomib
217762	F05	BZ001	217762	20191120-20191115-LoDensity	bortezomib
217762	F06	WT011	217762	20191120-20191115-LoDensity	bortezomib
217762	F07	BZ018	217762	20191120-20191115-LoDensity	bortezomib
217762	F08	WT009	217762	20191120-20191115-LoDensity	bortezomib
217762	F09	WT008	217762	20191120-20191115-LoDensity	bortezomib
217762	F10	WT002	217762	20191120-20191115-LoDensity	bortezomib
217762	F11	WT_parental	217762	20191120-20191115-LoDensity	bortezomib
217762	G02	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	G03	BZ017	217762	20191120-20191115-LoDensity	bortezomib
217762	G04	WT002	217762	20191120-20191115-LoDensity	bortezomib
217762	G05	WT008	217762	20191120-20191115-LoDensity	bortezomib
217762	G06	WT009	217762	20191120-20191115-LoDensity	bortezomib
217762	G07	BZ018	217762	20191120-20191115-LoDensity	bortezomib
217762	G08	WT011	217762	20191120-20191115-LoDensity	bortezomib
217762	G09	BZ001	217762	20191120-20191115-LoDensity	bortezomib
217762	G10	BZ008	217762	20191120-20191115-LoDensity	bortezomib
217762	G11	WT_parental	217762	20191120-20191115-LoDensity	bortezomib
