column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT parental,2.1 nM bortezomib,0,0.45439383525847027,0,WT parental,0.1% DMSO
2,WT parental,21 nM bortezomib,0,0.14551118207437028,0,WT parental,0.1% DMSO
3,WT parental,210 nM bortezomib,0,-0.02514624971899176,0,WT parental,0.1% DMSO
4,WT parental,0.1% DMSO,0,0.49083735477902873,0,WT parental,0.1% DMSO
5,WT parental,21 nM bortezomib,0,-0.007567801878501038,0,WT parental,0.1% DMSO
6,WT parental,0.1% DMSO,0,0.5232151022775037,0,WT parental,0.1% DMSO
7,WT parental,2.1 nM bortezomib,0,0.33936277217544186,0,WT parental,0.1% DMSO
8,WT parental,21 nM bortezomib,0,0.03511395254107133,0,WT parental,0.1% DMSO
9,WT parental,210 nM bortezomib,0,-0.13054857921228888,0,WT parental,0.1% DMSO
10,Clone A,0.1% DMSO,0,0.3984361971609667,0,WT parental,0.1% DMSO
11,Clone A,2.1 nM bortezomib,0,0.4344149635854445,0,WT parental,0.1% DMSO
12,Clone A,21 nM bortezomib,0,-0.16953183045844084,0,WT parental,0.1% DMSO
13,Clone A,210 nM bortezomib,0,-0.15472975178699397,0,WT parental,0.1% DMSO
14,Clone A,0.1% DMSO,0,0.14245713504978477,0,WT parental,0.1% DMSO
15,Clone A,21 nM bortezomib,0,-0.1789649908310593,0,WT parental,0.1% DMSO
16,Clone A,0.1% DMSO,0,0.037519579334452956,0,WT parental,0.1% DMSO
17,Clone A,2.1 nM bortezomib,0,0.11735465669453904,0,WT parental,0.1% DMSO
18,Clone A,21 nM bortezomib,0,-0.291937974791397,0,WT parental,0.1% DMSO
19,Clone A,210 nM bortezomib,0,-0.3719728378942722,0,WT parental,0.1% DMSO
20,Clone E,0.1% DMSO,0,0.22952486427837998,0,WT parental,0.1% DMSO
21,Clone E,2.1 nM bortezomib,0,0.14855435088399077,0,WT parental,0.1% DMSO
22,Clone E,21 nM bortezomib,0,-0.1506923776671143,0,WT parental,0.1% DMSO
23,Clone E,210 nM bortezomib,0,-0.25448568769451047,0,WT parental,0.1% DMSO
24,Clone E,0.1% DMSO,0,-0.1117403739806281,0,WT parental,0.1% DMSO
25,Clone E,21 nM bortezomib,0,-0.3048038233952854,0,WT parental,0.1% DMSO
26,Clone E,0.1% DMSO,0,-0.11843878806037862,0,WT parental,0.1% DMSO
27,Clone E,2.1 nM bortezomib,0,-0.12230200104128221,0,WT parental,0.1% DMSO
28,Clone E,21 nM bortezomib,0,-0.31297969229797856,0,WT parental,0.1% DMSO
29,Clone E,210 nM bortezomib,0,-0.4483403005824063,0,WT parental,0.1% DMSO
30,WT parental,0.1% DMSO,0,0.7464169798382794,0,WT parental,0.1% DMSO
31,WT parental,2.1 nM bortezomib,0,0.17813557379570827,0,WT parental,0.1% DMSO
32,WT parental,21 nM bortezomib,0,0.02365682626307647,0,WT parental,0.1% DMSO
33,WT parental,210 nM bortezomib,0,-0.12973598370146158,0,WT parental,0.1% DMSO
34,WT parental,2.1 nM bortezomib,0,0.1344214380048457,0,WT parental,0.1% DMSO
35,WT parental,210 nM bortezomib,0,-0.04927938625846555,0,WT parental,0.1% DMSO
36,WT parental,0.1% DMSO,0,0.3453325181609978,0,WT parental,0.1% DMSO
37,WT parental,2.1 nM bortezomib,0,0.07065766458707262,0,WT parental,0.1% DMSO
38,WT parental,21 nM bortezomib,0,-0.1329151060508847,0,WT parental,0.1% DMSO
