term	comparison	estimate	conf.low	conf.high	adj.p.value	feature	neg_log_p
Metadata_clone_type	wildtype-resistant	-1.5268150798277793	-1.7395648665367314	-1.3140652931188272	0	Nuclei_RadialDistribution_RadialCV_Mito_2of4	Inf
Metadata_clone_type	wildtype-resistant	-1.4081449736943417	-1.6432854107771395	-1.1730045366115438	0	Nuclei_RadialDistribution_RadialCV_ER_1of4	Inf
Metadata_clone_type	wildtype-resistant	-1.3355248384262093	-1.563095609786041	-1.1079540670663777	0	Nuclei_RadialDistribution_RadialCV_AGP_1of4	Inf
Metadata_clone_type	wildtype-resistant	-1.2903798145686087	-1.5155295479511999	-1.0652300811860176	0	Nuclei_RadialDistribution_RadialCV_Mito_1of4	Inf
Metadata_clone_type	wildtype-resistant	-1.1044088866936894	-1.2994732120855927	-0.9093445613017861	0	Nuclei_RadialDistribution_MeanFrac_ER_1of4	Inf
Metadata_clone_type	wildtype-resistant	1.0443417405352162	0.8257036699270603	1.262979811143372	0	Nuclei_RadialDistribution_MeanFrac_ER_4of4	Inf
Metadata_clone_type	wildtype-resistant	-0.9039249392797766	-1.107582095229764	-0.7002677833297892	0	Cytoplasm_Granularity_3_ER	Inf
Metadata_clone_type	wildtype-resistant	-1.0493952720402289	-1.2899589021240385	-0.8088316419564192	1.4432899320127035e-15	Cytoplasm_Granularity_3_AGP	14.840646417884166
Metadata_clone_type	wildtype-resistant	-0.8345836311850721	-1.038379964341647	-0.6307872980284972	1.6187051699034782e-13	Nuclei_AreaShape_Zernike_6_2	12.790832246209048
Metadata_clone_type	wildtype-resistant	0.9337100576057963	0.6990082306457147	1.1684118845658777	6.175060462965121e-13	Nuclei_RadialDistribution_FracAtD_ER_4of4	12.209358785662863
Metadata_clone_type	wildtype-resistant	-0.9366807033257487	-1.1735911057560044	-0.699770300895493	8.154588115871775e-13	Nuclei_AreaShape_Zernike_8_4	12.088597970064727
Metadata_clone_type	wildtype-resistant	0.7387876666826625	0.5492215361680676	0.9283537971972574	1.5384360452230794e-12	Nuclei_AreaShape_Zernike_8_2	11.812920553224794
Metadata_clone_type	wildtype-resistant	-0.8926679758030063	-1.1341771337955382	-0.6511588178104745	1.4212186982831554e-11	Nuclei_RadialDistribution_MeanFrac_Mito_1of4	10.847339087343858
Metadata_clone_type	wildtype-resistant	-0.7861914268086414	-0.9994908218697596	-0.5728920317475232	1.5910495143600656e-11	Nuclei_RadialDistribution_MeanFrac_RNA_1of4	10.798316304653392
Metadata_clone_type	wildtype-resistant	-0.8854035976437138	-1.128475573445194	-0.6423316218422338	2.547240196548728e-11	Cytoplasm_Correlation_RWC_ER_Mito	10.593930100534148
Metadata_clone_type	wildtype-resistant	0.9667326434224248	0.6971835344460973	1.2362817523987524	4.6672110620704643e-11	Cells_Correlation_Manders_AGP_RNA	10.330942558870596
Metadata_clone_type	wildtype-resistant	0.7941060098093359	0.5650967665286089	1.023115253090063	1.6600643082398392e-10	Nuclei_Texture_AngularSecondMoment_ER_20_03	9.7798750877595
Metadata_clone_type	wildtype-resistant	1.0404417148237761	0.7400590372613929	1.3408243923861594	1.7290979759110314e-10	Cells_Correlation_Manders_Mito_RNA	9.762180397592486
Metadata_clone_type	wildtype-resistant	-0.809396245605397	-1.0445165430718397	-0.5742759481389542	2.1639678937646067e-10	Cells_AreaShape_Zernike_4_0	9.66474918703326
Metadata_clone_type	wildtype-resistant	0.48670207111072866	0.2899150414281513	0.683489100793306	2.5588717890157042e-6	Nuclei_RadialDistribution_FracAtD_RNA_4of4	5.59195147367433
Metadata_clone_type	wildtype-resistant	1.0032878026483125	0.7002963651891886	1.3062792401074366	8.515540494968832e-10	Cells_Correlation_Manders_Mito_ER	9.06978778146147
Metadata_clone_type	wildtype-resistant	-0.8757003996775289	-1.1505493450844209	-0.6008514542706369	3.0646724047400653e-9	Nuclei_RadialDistribution_RadialCV_DNA_3of4	8.513615942162687
Metadata_clone_type	wildtype-resistant	0.5518295352436295	0.3724847291238738	0.7311743413633853	9.162102299065111e-9	Cytoplasm_Intensity_IntegratedIntensity_DNA	8.038004863436223
Metadata_clone_type	wildtype-resistant	0.799539372616798	0.5356629158934512	1.0634158293401448	1.4574136897316237e-8	Cytoplasm_Correlation_Overlap_DNA_ER	7.83641715539104
Metadata_clone_type	wildtype-resistant	0.8688008665810234	0.5808378301779046	1.1567639029841423	1.6548179160302823e-8	Cytoplasm_Correlation_Manders_ER_DNA	7.781249785824042
Metadata_clone_type	wildtype-resistant	-0.7158989254743845	-0.9783122303778338	-0.4534856205709352	2.603463917782989e-7	Cells_RadialDistribution_RadialCV_RNA_1of4	6.584448436969019
Metadata_clone_type	wildtype-resistant	-0.5721457188925182	-0.7779517369508497	-0.3663397008341867	1.606961571587462e-7	Cytoplasm_Correlation_RWC_AGP_Mito	6.793994508704647
Metadata_clone_type	wildtype-resistant	0.691925041690737	0.44122300435278533	0.9426270790286886	1.9380399363111422e-7	Nuclei_Texture_AngularSecondMoment_RNA_20_03	6.712637277883368
Metadata_clone_type	wildtype-resistant	-0.7548368132475527	-1.0295335316015946	-0.4801400948935108	2.1679857897805022e-7	Cells_AreaShape_Zernike_4_4	6.6639435687388815
Metadata_clone_type	wildtype-resistant	-0.7755545171852467	-1.067389101335744	-0.4837199330347494	4.974634496557329e-7	Nuclei_AreaShape_Zernike_2_0	6.303238822849828
Metadata_clone_type	wildtype-resistant	0.6941633405512085	0.4323857741149963	0.9559409069874207	5.243094483020627e-7	Nuclei_Correlation_Overlap_RNA_AGP	6.2804123160255925
Metadata_clone_type	wildtype-resistant	0.6650741541736434	0.41361915501827623	0.9165291533290105	5.578087692859057e-7	Nuclei_AreaShape_Zernike_4_0	6.253514662492804
Metadata_clone_type	wildtype-resistant	-0.7206260593873901	-0.9987763050480192	-0.4424758137267611	9.081805129040887e-7	Nuclei_RadialDistribution_MeanFrac_AGP_1of4	6.041827821119285
Metadata_clone_type	wildtype-resistant	0.8250300311842848	0.5055909584184404	1.1444691039501291	9.75783581713685e-7	Cells_Correlation_Manders_Mito_AGP	6.010646493490749
