feature	WT parental	Clone A	Clone E
Cells_AreaShape_Center_X	-0.004545971204787038	-0.012041661759148614	-0.011397377847229948
Cells_AreaShape_Center_Y	-0.028816620974424303	-0.03276346734362726	0.048197039853291115
Cells_AreaShape_Compactness	0.14278253280317002	-0.06294968227476626	-0.03545885561434916
Cells_AreaShape_Eccentricity	0.007360318051778711	-0.021722359575503346	0.01875722549181659
Cells_AreaShape_Extent	0.009452576745440358	0.01611055498831687	-0.012926055730070336
Cells_AreaShape_FormFactor	-0.09525401215185074	0.13236037642439605	-0.04742843428997241
Cells_AreaShape_MeanRadius	0.07659206180379191	-0.053238970528107964	-0.017288866038184938
Cells_AreaShape_MinFeretDiameter	0.07082752678699099	-0.021977112398279788	-0.023779480797915115
Cells_AreaShape_MinorAxisLength	0.09486636894256852	-0.0751953438639234	-0.004885067418653767
Cells_AreaShape_Orientation	0.004807092351907928	-0.05481756050381454	0.06200872933448131
Cells_AreaShape_Solidity	0.03499670895691486	0.012243425147224594	-0.042725725621067065
Cells_AreaShape_Zernike_0_0	-0.03987361989838455	-0.008119183905656689	0.04277261364345431
Cells_AreaShape_Zernike_1_1	-0.10546817465444185	0.007458644441660601	0.09372004765892147
Cells_AreaShape_Zernike_2_0	-0.08262154688653002	0.08781125774072557	-0.011960512338291537
Cells_AreaShape_Zernike_2_2	-0.026442606413143527	-0.05926042470851658	0.08020640304533674
Cells_AreaShape_Zernike_3_1	0.07069925702944477	0.0096955701424575	-0.07773277533879787
Cells_AreaShape_Zernike_3_3	-0.024504316448242285	0.0008773855312556715	0.029925679006618557
Cells_AreaShape_Zernike_4_0	0.04681277677611246	-0.07954209758438861	0.012862691335406027
Cells_AreaShape_Zernike_4_2	-0.002579471257612379	0.056483970812038854	-0.0346115645553066
Cells_AreaShape_Zernike_4_4	-0.008631022500225878	-0.015725299901820797	0.04630925158354341
Cells_AreaShape_Zernike_5_1	0.008042715573925484	-0.02585042795035724	0.010927645093925636
Cells_AreaShape_Zernike_5_3	-0.001273275498838353	0.0372431224889774	-0.03613008366521094
Cells_AreaShape_Zernike_5_5	0.024019217962630107	0.041454874092536335	-0.04027583603734431
Cells_AreaShape_Zernike_6_0	0.06674930293871471	-0.05668117560709429	0.017339768228302525
Cells_AreaShape_Zernike_6_2	0.005041613250635648	-0.04164151935041194	0.03321262653301427
Cells_AreaShape_Zernike_6_4	0.043987934422445835	-0.006169982049725688	-0.044787269420084985
Cells_AreaShape_Zernike_6_6	0.009107699115762685	-0.012748250711904052	0.03598728781856127
Cells_AreaShape_Zernike_7_1	-0.002922394028966513	-0.020020876306213402	0.005591100647235622
Cells_AreaShape_Zernike_7_3	0.017455685376712042	-0.01632776772934359	0.0013193659887404772
Cells_AreaShape_Zernike_7_5	-0.08766338269620402	0.0011610761841971114	0.059351973464545196
Cells_AreaShape_Zernike_7_7	0.03495966897187157	-0.026016549640133956	-0.00914177894226462
Cells_AreaShape_Zernike_8_0	0.010159084346670231	0.03758670979390139	-0.04458337004614818
Cells_AreaShape_Zernike_8_2	0.06915627822071553	-0.039350361029936255	-0.009461472799020546
Cells_AreaShape_Zernike_8_4	-0.05793243906690092	-0.006196229768159208	0.040550655927332285
Cells_AreaShape_Zernike_8_6	0.0271369608997766	-0.04859806582119898	0.0039966175916652255
Cells_AreaShape_Zernike_8_8	-0.032454107766947855	0.01525853877944591	0.0007923702504086884
Cells_AreaShape_Zernike_9_1	0.00823204164989695	0.028526627387438577	-0.033164564346762716
Cells_AreaShape_Zernike_9_3	0.022156330660090626	-0.02655572132077878	0.0002893110228921013
Cells_AreaShape_Zernike_9_5	-0.024741599462963136	-0.032300824425304915	0.024225325578961707
Cells_AreaShape_Zernike_9_7	0.02863741948007364	-0.03608912532250282	0.0031839008396206897
Cells_AreaShape_Zernike_9_9	-0.06698800690416334	-0.00711171504168254	0.05645957194715956
Cells_Correlation_Correlation_DNA_AGP	0.10216350446741909	0.10439224664344417	-0.12629622881870928
Cells_Correlation_Correlation_DNA_ER	0.005202446537207968	-0.008047720395824947	-0.012730194960220605
Cells_Correlation_Correlation_DNA_Mito	0.06896458633793096	0.007973979737261381	-0.08408531065180398
Cells_Correlation_Correlation_DNA_RNA	0.16954289341175108	-0.07283156254084466	-0.043372265933312094
Cells_Correlation_Correlation_ER_AGP	-0.05944589095081229	0.19440204595963917	-0.1233594944855163
Cells_Correlation_K_AGP_ER	0.03934090456258174	0.055604216867336395	-0.11914646696836952
Cells_Correlation_K_AGP_RNA	0.12105513664261455	-0.005970664618922267	-0.12258965270502288
Cells_Correlation_K_DNA_AGP	0.021954950325665055	-0.01859918395925812	0.0015937369207974293
Cells_Correlation_K_DNA_ER	-0.041207706183419235	0.029387416369128894	-0.006072385092108785
Cells_Correlation_K_DNA_Mito	0.02840635170164805	0.04483283258439152	-0.10877321462230462
Cells_Correlation_K_DNA_RNA	0.07392685049009709	-0.015930055391516176	-0.04070142551793279
Cells_Correlation_K_ER_AGP	0.15825537063366926	-0.14141815773929076	-0.034546491572459925
Cells_Correlation_K_ER_RNA	0.1683146586850848	-0.13921208890918285	-0.028832599273318504
Cells_Correlation_K_Mito_AGP	-0.08786244412815473	-0.023363320297888554	0.09309024761921805
Cells_Correlation_K_Mito_DNA	0.03775354666110745	-0.06092129971538666	0.01500107530546816
Cells_Correlation_K_Mito_ER	0.025054760453571537	-0.05050237803935012	0.030357704432008328
Cells_Correlation_K_Mito_RNA	-0.0432812289162219	-0.08992041120051554	0.1299027377193813
Cells_Correlation_K_RNA_AGP	0.1593556746886717	-0.0480007423938863	-0.09532605480519762
Cells_Correlation_K_RNA_ER	0.0019523676486106422	0.03549927903468408	-0.032760669253848684
Cells_Correlation_Overlap_DNA_AGP	-0.09232247013452212	0.1809577128797453	-0.1352494550105101
Cells_Correlation_Overlap_DNA_ER	-0.23698063315499784	0.15278836472112856	0.039301148077378646
Cells_Correlation_Overlap_DNA_Mito	-0.12111355205652018	0.07734943274393549	-0.005426376016689145
Cells_Correlation_Overlap_DNA_RNA	0.07311713255149183	0.004836225098038228	-0.11277842147323998
Cells_Correlation_Overlap_Mito_AGP	0.1840677556457271	-0.0002960220279536553	-0.16801151689567279
Cells_Correlation_Overlap_RNA_AGP	-0.3051514094107256	0.20011189747521999	0.08080117202547461
Cells_Correlation_RWC_AGP_DNA	0.15018120527861606	0.0036001729152453496	-0.12815216196506604
Cells_Correlation_RWC_AGP_ER	-0.08757384442782282	0.17085643971300638	-0.08179663363411854
Cells_Correlation_RWC_AGP_Mito	0.13996490522402366	0.06251589307167382	-0.16380968368601276
Cells_Correlation_RWC_AGP_RNA	0.01227669543080644	-0.020642713645435396	0.0680897298842428
Cells_Correlation_RWC_DNA_AGP	-0.2770015413720016	0.30493342270515533	-0.008213674182197265
Cells_Correlation_RWC_DNA_ER	-0.09695792463623887	-0.08769804320263176	0.1838057581880353
Cells_Correlation_RWC_DNA_Mito	0.060791408113130385	-0.18260756940817813	0.11736449439659268
Cells_Correlation_RWC_DNA_RNA	-0.11755758250867467	0.15956914958959387	-0.0206249961408399
Cells_Correlation_RWC_ER_DNA	0.1794444803571833	-0.009799720432730932	-0.13033875116571372
Cells_Correlation_RWC_Mito_DNA	0.13713022245385634	-0.016864765370363355	-0.10113965779892614
Cells_Correlation_RWC_Mito_ER	-0.32837549372009045	0.015081472643466256	0.30824790897871884
Cells_Correlation_RWC_RNA_DNA	0.21072280662085652	-0.02848395866840818	-0.1419840326573527
Cells_Correlation_RWC_RNA_ER	-0.1551024919275383	0.16978358179709296	-0.022443396768219825
Cells_Correlation_RWC_RNA_Mito	0.03531448196575903	-0.039011691588351785	0.09407161241907165
Cells_Granularity_1_AGP	-0.13426188414355592	0.013497291090254823	0.11273622695361048
Cells_Granularity_1_ER	0.21518556565550623	-0.23640715104161175	0.016406481849473967
Cells_Granularity_1_Mito	0.012147655273419222	0.16595461265613767	-0.1580590198666824
Cells_Granularity_1_RNA	-0.054621039100697	-0.01705890788518113	0.09052386485603614
Cells_Intensity_IntegratedIntensityEdge_AGP	-0.07686604874457531	-0.05685744353067472	0.08879361293570942
Cells_Intensity_IntegratedIntensityEdge_ER	-0.1205810312919023	0.02216747942992657	0.03916027905657534
Cells_Intensity_IntegratedIntensityEdge_Mito	-0.10991172514037749	0.04688133640863885	0.031482567080995436
Cells_Intensity_IntegratedIntensityEdge_RNA	-0.07993219529140615	-0.023638141828828885	0.037734743533217416
Cells_Intensity_IntegratedIntensity_AGP	0.018008124734023506	-0.05637324284385166	0.04763574703088106
Cells_Intensity_IntegratedIntensity_DNA	0.04038443365113415	-0.04414925988302171	0.0324947296618564
Cells_Intensity_IntegratedIntensity_ER	-0.012268285460996576	-0.02647633894678176	0.024976929222293023
Cells_Intensity_IntegratedIntensity_Mito	-0.0011874575173310416	-0.007161632836163305	0.002322477396357807
Cells_Intensity_IntegratedIntensity_RNA	0.03304737813727166	-0.07073615350999188	0.029306430945704964
Cells_Intensity_LowerQuartileIntensity_AGP	-0.06539125620481469	0.06315257698369234	-0.008629192424271528
Cells_Intensity_LowerQuartileIntensity_DNA	-0.07407069155392883	0.05671131326042928	-0.021441642685842414
Cells_Intensity_LowerQuartileIntensity_ER	-0.018661527747238952	0.045377305704764816	-0.05590559175133765
Cells_Intensity_LowerQuartileIntensity_Mito	-0.025690801635086483	0.027564358561454477	-0.003098601669325631
Cells_Intensity_LowerQuartileIntensity_RNA	-0.018455893172157078	0.04907581940551203	-0.05058618105675465
Cells_Intensity_MADIntensity_AGP	0.01857517596985614	-0.007543519652173762	-0.02207146672529248
Cells_Intensity_MADIntensity_DNA	0.05312662987933775	-0.03971265317692344	-0.003997709640020073
Cells_Intensity_MADIntensity_ER	-0.012379052222777949	0.04061945687838215	-0.011507244097793433
Cells_Intensity_MADIntensity_Mito	0.11459051905553878	-0.0815902554208488	-0.030907722257821475
Cells_Intensity_MADIntensity_RNA	0.010537271063043065	0.05026475640170893	-0.03892429520182362
Cells_Intensity_MassDisplacement_DNA	0.11251197261686278	-0.03763246424877603	-0.06716446025454421
Cells_Intensity_MassDisplacement_Mito	0.05423724453903097	0.0036541808853480296	-0.06546344092549015
Cells_Intensity_MaxIntensityEdge_AGP	-0.010487569597926537	0.025066827299871367	-0.009893317093183375
Cells_Intensity_MaxIntensityEdge_DNA	-0.011217225904074122	-0.009465602367728277	-0.0013649308604553494
Cells_Intensity_MaxIntensityEdge_ER	-0.0027389970463132687	-0.005942735864547308	-0.01723131369499484
Cells_Intensity_MaxIntensityEdge_Mito	0.0421473572805758	-0.0027481238365562374	-0.05351042049051954
Cells_Intensity_MaxIntensityEdge_RNA	-0.00036560784003451	-0.010470751081622601	-0.0057193649101446396
Cells_Intensity_MaxIntensity_AGP	-0.015973662181818577	0.038298021223352983	-0.017665850103125106
Cells_Intensity_MaxIntensity_DNA	-0.03853322191803385	-0.03260055456060863	0.0803899768198979
Cells_Intensity_MaxIntensity_ER	0.01731744096990165	-0.00897119191667293	-0.0003919543729968569
Cells_Intensity_MaxIntensity_Mito	0.02299814380455763	0.03690710653093087	-0.04279069566888863
Cells_Intensity_MaxIntensity_RNA	0.001295798625265222	-0.0006695017116665207	0.0021957900501054627
Cells_Intensity_MeanIntensityEdge_AGP	-0.03117105723338185	0.007761284586777185	0.015726154963735212
Cells_Intensity_MeanIntensityEdge_DNA	-0.1564071863947804	0.15090801738993054	-0.01077657906986918
Cells_Intensity_MeanIntensityEdge_ER	-0.06878620937058805	0.07178493512862781	-0.0193912508457381
Cells_Intensity_MeanIntensityEdge_Mito	-0.043332615589761446	0.043116466372621454	0.00031606920267727247
Cells_Intensity_MeanIntensityEdge_RNA	-0.03405735982794943	0.03959445797572112	-0.025174126653409356
