plate_map_name	well_position	clone_number	plate_ID	plate_filename	treatment
217760	B02	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B03	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B04	WT008	217760	20191120-20191115-HiDensity	DMSO
217760	B05	WT009	217760	20191120-20191115-HiDensity	DMSO
217760	B06	BZ018	217760	20191120-20191115-HiDensity	DMSO
217760	B07	WT011	217760	20191120-20191115-HiDensity	DMSO
217760	B08	BZ001	217760	20191120-20191115-HiDensity	DMSO
217760	B09	BZ008	217760	20191120-20191115-HiDensity	DMSO
217760	B10	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	B11	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	C02	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	C03	BZ008	217760	20191120-20191115-HiDensity	DMSO
217760	C04	BZ001	217760	20191120-20191115-HiDensity	DMSO
217760	C05	WT011	217760	20191120-20191115-HiDensity	DMSO
217760	C06	BZ018	217760	20191120-20191115-HiDensity	DMSO
217760	C07	WT009	217760	20191120-20191115-HiDensity	DMSO
217760	C08	WT008	217760	20191120-20191115-HiDensity	DMSO
217760	C09	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	C10	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	C11	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	D02	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	D03	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	D04	WT008	217760	20191120-20191115-HiDensity	DMSO
217760	D05	WT009	217760	20191120-20191115-HiDensity	DMSO
217760	D06	BZ018	217760	20191120-20191115-HiDensity	DMSO
217760	D07	WT011	217760	20191120-20191115-HiDensity	DMSO
217760	D08	BZ001	217760	20191120-20191115-HiDensity	DMSO
217760	D09	BZ008	217760	20191120-20191115-HiDensity	DMSO
217760	D10	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	D11	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	E02	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	E03	BZ017	217760	20191120-20191115-HiDensity	bortezomib
217760	E04	WT002	217760	20191120-20191115-HiDensity	bortezomib
217760	E05	WT008	217760	20191120-20191115-HiDensity	bortezomib
217760	E06	WT009	217760	20191120-20191115-HiDensity	bortezomib
217760	E07	BZ018	217760	20191120-20191115-HiDensity	bortezomib
217760	E08	WT011	217760	20191120-20191115-HiDensity	bortezomib
217760	E09	BZ001	217760	20191120-20191115-HiDensity	bortezomib
217760	E10	BZ008	217760	20191120-20191115-HiDensity	bortezomib
217760	E11	WT_parental	217760	20191120-20191115-HiDensity	bortezomib
217760	F02	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	F03	BZ017	217760	20191120-20191115-HiDensity	bortezomib
217760	F04	BZ008	217760	20191120-20191115-HiDensity	bortezomib
217760	F05	BZ001	217760	20191120-20191115-HiDensity	bortezomib
217760	F06	WT011	217760	20191120-20191115-HiDensity	bortezomib
217760	F07	BZ018	217760	20191120-20191115-HiDensity	bortezomib
217760	F08	WT009	217760	20191120-20191115-HiDensity	bortezomib
217760	F09	WT008	217760	20191120-20191115-HiDensity	bortezomib
217760	F10	WT002	217760	20191120-20191115-HiDensity	bortezomib
217760	F11	WT_parental	217760	20191120-20191115-HiDensity	bortezomib
217760	G02	WT_parental	217760	20191120-20191115-HiDensity	DMSO
217760	G03	BZ017	217760	20191120-20191115-HiDensity	bortezomib
217760	G04	WT002	217760	20191120-20191115-HiDensity	bortezomib
217760	G05	WT008	217760	20191120-20191115-HiDensity	bortezomib
217760	G06	WT009	217760	20191120-20191115-HiDensity	bortezomib
217760	G07	BZ018	217760	20191120-20191115-HiDensity	bortezomib
217760	G08	WT011	217760	20191120-20191115-HiDensity	bortezomib
217760	G09	BZ001	217760	20191120-20191115-HiDensity	bortezomib
217760	G10	BZ008	217760	20191120-20191115-HiDensity	bortezomib
217760	G11	WT_parental	217760	20191120-20191115-HiDensity	bortezomib
