term	df	sumsq	meansq	statistic	p.value	feature	neg_log_p	comparison_tukey	estimate_tukey	conf.low_tukey	conf.high_tukey	adj.p.value_tukey	neg_log_adj_p_tukey
Metadata_clone_type	1	31.26892552416188	31.26892552416188	40.23723036418977	2.380921744933367e-9	Cytoplasm_Granularity_3_AGP	8.623254878556535	sensitive-resistant	-0.8628431066919171	-1.131558287936455	-0.5941279254473792	2.3809145766051643e-9	8.623256186104788
Metadata_clone_type	1	12.321542327591992	12.321542327591992	34.82461580019776	2.2161190751024e-8	Nuclei_AreaShape_Zernike_6_2	7.654406908081444	sensitive-resistant	-0.5416364605700552	-0.7229537146240828	-0.36031920651602767	2.216118255571331e-8	7.654407068685578
Metadata_clone_type	1	23.759174637378926	23.759174637378926	28.039283912760183	4.0356017911834327e-7	Cells_AreaShape_Zernike_4_4	6.394091693878074	sensitive-resistant	-0.7521267407979242	-1.0327230662134468	-0.47153041538240165	4.0356016461906563e-7	6.394091709481586
Metadata_clone_type	1	23.971288347064586	23.971288347064586	27.601014991502236	4.888823938846672e-7	Nuclei_Texture_InfoMeas1_Mito_10_00	6.31079560269611	sensitive-resistant	0.7554766446716901	0.47140170372604184	1.0395515856173383	4.888823791349139e-7	6.310795615798926
Metadata_clone_type	1	25.74375052171998	25.74375052171998	22.99864981659904	3.793400899667962e-6	Nuclei_Granularity_10_DNA	5.420971257135577	sensitive-resistant	-0.7829089608590087	-1.105412512900848	-0.4604054088171694	3.793400877527553e-6	5.420971259670361
Metadata_clone_type	1	27.105246710683197	27.105246710683197	22.35437210904862	5.080485066158692e-6	Cells_Correlation_Manders_Mito_RNA	5.294094820885538	sensitive-resistant	0.803344892882894	0.4676882799176965	1.1390015058480916	5.080485043218452e-6	5.294094822846535
Metadata_clone_type	1	10.563569635667092	10.563569635667092	19.370744756836018	2.002073322752969e-5	Cytoplasm_AreaShape_Zernike_8_4	4.69852002122039	sensitive-resistant	-0.501511278790396	-0.7266146266124284	-0.2764079309683637	2.0020733203285346e-5	4.698520021746304
Metadata_clone_type	1	14.797537697328668	14.797537697328668	18.891927461693097	2.50232676775382e-5	Cells_AreaShape_Zernike_9_7	4.601655978349225	sensitive-resistant	0.5935674570989156	0.3237895653840801	0.863345348813751	2.502326765296825e-5	4.601655978775652
Metadata_clone_type	1	11.178091385012468	11.178091385012468	18.436213661177778	3.0965667480602534e-5	Cells_AreaShape_Zernike_1_1	4.509119554116604	sensitive-resistant	0.5158924626087178	0.27853782311304975	0.7532471021043858	3.0965667456195334e-5	4.509119554458916
Metadata_clone_type	1	13.348877403172914	13.348877403172914	18.366529538210607	3.1993410265485576e-5	Cells_Intensity_IntegratedIntensityEdge_AGP	4.494939464806662	sensitive-resistant	0.5637645025728915	0.30389304339385215	0.8236359617519308	3.1993410241071274e-5	4.494939465138073
Metadata_clone_type	1	13.968034829166008	13.968034829166008	17.984337613488265	3.828046053572607e-5	Cytoplasm_Correlation_Manders_DNA_ER	4.417022846053986	sensitive-resistant	0.5766907818209737	0.3080510812155017	0.8453304824264456	3.8280460511130876e-5	4.41702284633302
Metadata_clone_type	1	23.5544016264567	23.5544016264567	17.060272892133252	5.9209386030766796e-5	Nuclei_Granularity_11_DNA	4.227609442292978	sensitive-resistant	-0.7488785524664244	-1.1070515278327957	-0.3907055771000531	5.920938600612047e-5	4.227609442473757
Metadata_clone_type	1	12.05981235792086	12.05981235792086	16.825847877244303	6.617269807559242e-5	Cells_AreaShape_Zernike_5_1	4.179321157400337	sensitive-resistant	0.5358529550859137	0.2777864978844921	0.7939194122873352	6.617269805087034e-5	4.179321157562589
Metadata_clone_type	1	13.845922600344428	13.845922600344428	16.55218263080984	7.536568785223233e-5	Cells_Intensity_IntegratedIntensity_ER	4.12282633275203	sensitive-resistant	0.5741644571181018	0.29537067820366597	0.8529582360325376	7.536568782751107e-5	4.122826332894487
Metadata_clone_type	1	12.239653463015133	12.239653463015133	15.915188381944473	1.021406257863561e-4	Cells_Neighbors_AngleBetweenNeighbors_10	3.9908014856744405	sensitive-resistant	0.5398336045004788	0.2725154632016892	0.8071517457992684	1.0214062576174854e-4	3.99080148577907
Metadata_clone_type	1	13.01101838240056	13.01101838240056	15.653223794187916	1.1580072916358592e-4	Cells_Correlation_Manders_ER_RNA	3.9362887059736535	sensitive-resistant	0.5565843619451755	0.27867478597480416	0.8344939379155467	1.1580072913885964e-4	3.936288706066386
Metadata_clone_type	1	13.892457564627167	13.892457564627167	15.183099892829802	1.4516628556152737e-4	Cells_Granularity_11_Mito	3.838134235528056	sensitive-resistant	-0.5751285066468099	-0.8667094108022662	-0.28354760249135363	1.4516628553651323e-4	3.8381342356028907
Metadata_clone_type	1	15.315029793131384	15.315029793131384	13.700837305462551	2.9798263379045737e-4	Cells_Granularity_11_RNA	3.525809045550403	sensitive-resistant	-0.6038572401678465	-0.9261385588268825	-0.28157592150881045	2.9798263376545897e-4	3.525809045586837
Metadata_clone_type	1	7.761710615441915	7.761710615441915	13.44931658233227	3.370059833484256e-4	Cells_AreaShape_Zernike_2_0	3.472362388410155	sensitive-resistant	0.42988676846467144	0.19831885705797425	0.6614546798713686	3.370059833237571e-4	3.472362388441945
Metadata_clone_type	1	10.974095663843748	10.974095663843748	12.550337446948339	5.245579738461116e-4	Cells_AreaShape_FormFactor	3.2802065068410697	sensitive-resistant	-0.5111633711410468	-0.7962037803918591	-0.22612296189023456	5.24557973821449e-4	3.2802065068614885
Metadata_clone_type	1	12.745388855672278	12.745388855672278	12.398307563156203	5.655480263902724e-4	Cells_Correlation_Manders_Mito_AGP	3.247530508845261	sensitive-resistant	0.5508735239787519	0.24181188327136094	0.8599351646861428	5.655480263654367e-4	3.2475305088643327
Metadata_clone_type	1	11.568519330421069	11.568519330421069	12.091765856677844	6.584435040626829e-4	Cells_AreaShape_Solidity	3.1814814825494464	sensitive-resistant	-0.5248246720940212	-0.8229808327369005	-0.22666851145114186	6.584435040377645e-4	3.1814814825658817
