column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT parental,2.1 nM bortezomib,0,0.6251787857782554,0,WT parental,0.1% DMSO
2,WT parental,21 nM bortezomib,0,0.17958678716167006,0,WT parental,0.1% DMSO
3,WT parental,210 nM bortezomib,0,-0.10949305701781718,0,WT parental,0.1% DMSO
4,WT parental,0.1% DMSO,0,0.7793319429058506,0,WT parental,0.1% DMSO
5,WT parental,21 nM bortezomib,0,0.003692869138819945,0,WT parental,0.1% DMSO
6,WT parental,0.1% DMSO,0,0.4509452470517839,0,WT parental,0.1% DMSO
7,WT parental,2.1 nM bortezomib,0,0.23891226813606373,0,WT parental,0.1% DMSO
8,WT parental,21 nM bortezomib,0,-0.3086878086094479,0,WT parental,0.1% DMSO
9,WT parental,210 nM bortezomib,0,-0.12834302473200035,0,WT parental,0.1% DMSO
10,Clone A,0.1% DMSO,0,0.31295698445842574,0,WT parental,0.1% DMSO
11,Clone A,2.1 nM bortezomib,0,0.4065244103377598,0,WT parental,0.1% DMSO
12,Clone A,21 nM bortezomib,0,-0.009855073995786834,0,WT parental,0.1% DMSO
13,Clone A,210 nM bortezomib,0,-0.15987631170019814,0,WT parental,0.1% DMSO
14,Clone A,0.1% DMSO,0,0.32059406689850045,0,WT parental,0.1% DMSO
15,Clone A,21 nM bortezomib,0,-0.14729955370587333,0,WT parental,0.1% DMSO
16,Clone A,0.1% DMSO,0,0.12008473787650165,0,WT parental,0.1% DMSO
17,Clone A,2.1 nM bortezomib,0,0.16003598182404138,0,WT parental,0.1% DMSO
18,Clone A,21 nM bortezomib,0,-0.23173997936746005,0,WT parental,0.1% DMSO
19,Clone A,210 nM bortezomib,0,-0.3921560170394982,0,WT parental,0.1% DMSO
20,Clone E,0.1% DMSO,0,-0.11946238993111008,0,WT parental,0.1% DMSO
21,Clone E,2.1 nM bortezomib,0,0.2070713797244491,0,WT parental,0.1% DMSO
22,Clone E,21 nM bortezomib,0,0.12408803315411597,0,WT parental,0.1% DMSO
23,Clone E,210 nM bortezomib,0,0.06300249868382515,0,WT parental,0.1% DMSO
24,Clone E,0.1% DMSO,0,-0.00867644227104194,0,WT parental,0.1% DMSO
25,Clone E,21 nM bortezomib,0,0.11277044111669252,0,WT parental,0.1% DMSO
26,Clone E,0.1% DMSO,0,-0.06891225977588629,0,WT parental,0.1% DMSO
27,Clone E,2.1 nM bortezomib,0,0.1819141248563065,0,WT parental,0.1% DMSO
28,Clone E,21 nM bortezomib,0,-0.05280061349003988,0,WT parental,0.1% DMSO
29,Clone E,210 nM bortezomib,0,-0.08664689118495986,0,WT parental,0.1% DMSO
30,WT parental,0.1% DMSO,0,0.6172066062909687,0,WT parental,0.1% DMSO
31,WT parental,2.1 nM bortezomib,0,-0.0314164068995023,0,WT parental,0.1% DMSO
32,WT parental,21 nM bortezomib,0,-0.14332721533246987,0,WT parental,0.1% DMSO
33,WT parental,210 nM bortezomib,0,-0.33756786711356496,0,WT parental,0.1% DMSO
34,WT parental,2.1 nM bortezomib,0,-0.07439493630951272,0,WT parental,0.1% DMSO
35,WT parental,210 nM bortezomib,0,-0.391145258251905,0,WT parental,0.1% DMSO
36,WT parental,0.1% DMSO,0,0.3544904484078447,0,WT parental,0.1% DMSO
37,WT parental,2.1 nM bortezomib,0,-0.13829609023748468,0,WT parental,0.1% DMSO
38,WT parental,21 nM bortezomib,0,-0.3472471887724976,0,WT parental,0.1% DMSO
39,WT parental,210 nM bortezomib,0,-0.4176494831488793,0,WT parental,0.1% DMSO
40,Clone A,0.1% DMSO,0,0.29353752916544534,0,WT parental,0.1% DMSO
41,Clone A,2.1 nM bortezomib,0,0.2734740729984835,0,WT parental,0.1% DMSO
42,Clone A,21 nM bortezomib,0,-0.21804836886180837,0,WT parental,0.1% DMSO
43,Clone A,210 nM bortezomib,0,-0.3721973855270054,0,WT parental,0.1% DMSO
44,Clone A,2.1 nM bortezomib,0,-0.09828812387852195,0,WT parental,0.1% DMSO
45,Clone A,210 nM bortezomib,0,-0.4904576075304078,0,WT parental,0.1% DMSO
46,Clone A,0.1% DMSO,0,-0.17972007766518486,0,WT parental,0.1% DMSO
47,Clone A,2.1 nM bortezomib,0,-0.14150324774345846,0,WT parental,0.1% DMSO
48,Clone A,21 nM bortezomib,0,-0.44970845495236583,0,WT parental,0.1% DMSO
49,Clone A,210 nM bortezomib,0,-0.4309925913717967,0,WT parental,0.1% DMSO
50,Clone E,0.1% DMSO,0,0.17100692982899088,0,WT parental,0.1% DMSO
51,Clone E,2.1 nM bortezomib,0,0.042812127317565965,0,WT parental,0.1% DMSO
52,Clone E,21 nM bortezomib,0,0.1134456272247465,0,WT parental,0.1% DMSO
53,Clone E,210 nM bortezomib,0,-0.14542914198615012,0,WT parental,0.1% DMSO
54,Clone E,2.1 nM bortezomib,0,0.008692656476346322,0,WT parental,0.1% DMSO
55,Clone E,210 nM bortezomib,0,-0.15918239840949105,0,WT parental,0.1% DMSO
56,Clone E,0.1% DMSO,0,-0.22424972797234388,0,WT parental,0.1% DMSO
